,rest_id,rest_name,rest_url,rest_address,city,latitude,longitude,rest_timing,rest_rating,cuisines,features
509,510,Santosh Bhojanalaya,https://www.zomato.com/jaipur/santosh-bhojanalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Central Bus Stand, Station Road, Sindhi Camp, Jaipur",Jaipur,26.9224624242,75.7993045449,10 AM to 11 PM (Mon-Sun),3.6,Rajasthani,"['Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Pure Veg']"
510,511,Prem Punjabi Rasoi,https://www.zomato.com/jaipur/prem-punjabi-rasoi-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D-6, JDA Shopping Centre, Behind World Trade Park, Malviya Nagar, Jaipur",Jaipur,26.8531237824,75.8067698032,"11 AM to 5 PM, 6 PM to 11 PM",3.7,North Indian,"['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']"
511,512,Shree Tadka Veg Restaurant,https://www.zomato.com/jaipur/shree-tadka-veg-restaurant-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"37, Sundar Nagar, Girdhar Marg, Malviya Nagar, Jaipur",Jaipur,26.8475952667,75.80511353909999,11 AM to 1 AM,3.2,"North Indian, Chinese","['Lunch', 'Takeaway Available', 'Dinner', 'No Alcohol Available', 'Cash', 'Breakfast', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating', 'Table booking not available']"
513,514,Neelam Dhaba,https://www.zomato.com/jaipur/neelam-dhaba-mi-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"166, Nehru Bazaar, near Golcha Cinema, MI Road, Jaipur",Jaipur,26.9172538911,75.81919346,10 AM to 11 PM,3.7,North Indian,"['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']"
514,515,Sahni Vaishnav Dhaba,https://www.zomato.com/jaipur/sahni-vaishnav-dhaba-adarsh-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Baraf Khana Chouraha, Jawahar Nagar Road, Adarsh Nagar, Jaipur",Jaipur,26.8989858033,75.8332851157,11 AM to 11 PM,3.5,North Indian,"['Cash', 'No Alcohol Available', 'Delivery', 'Takeaway Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
515,516,Punjabi Tandoori Tadka Dhaba,https://www.zomato.com/jaipur/punjabi-tandoori-tadka-dhaba-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"119/477, Madhyam Marg, SFS Crossing, Agarwal Farm, Mansarovar, Jaipur",Jaipur,26.8423506747,75.770451352,"11 AM to 4 PM, 7 PM to 11 PM (Mon-Sun)",3.5,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
516,517,A-One Pavitra Bhojnalaya,https://www.zomato.com/jaipur/a-one-pavitra-bhojnalaya-mi-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Jangid Bhawan, MI Road, Jaipur",Jaipur,26.9168903639,75.8054504916,11 AM to 1:30 AM,3.5,North Indian,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
517,518,Hare Rama Hare Krishna,https://www.zomato.com/jaipur/hare-rama-hare-krishna-lal-kothi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"C-106, Behind Vidhan Sabha, Lal Kothi, Jaipur",Jaipur,26.8902893204,75.7970065624,11 AM to 11 PM,3.6,"North Indian, Chinese, South Indian, Fast Food","['Lunch', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Debit Card', 'Air Conditioned', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']"
518,519,Amar Punjabi Tadka Dhaba,https://www.zomato.com/jaipur/amar-punjabi-tadka-dhaba-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"103/68, 4th Floor, Patel Marg, Mansarovar, Jaipur",Jaipur,26.850773254,75.7679907605,11 AM to 11 PM,3.3,North Indian,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery']"
519,520,Shaan-e-Punjab Dhaba,https://www.zomato.com/jaipur/shaan-e-punjab-dhaba-1-khatipura-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Khatipura Mod, Khatipura Road, Jaipur",Jaipur,26.921704312600003,75.7525281608,11 AM to 12 Midnight,3.8,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']"
520,521,Shankar Dhaba & Garden,https://www.zomato.com/jaipur/shankar-dhaba-garden-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 4-6, Road 8, VKI Area, Sikar Road, Jaipur",Jaipur,26.9853736029,75.7731473073,11 AM to 11 PM,3.5,North Indian,"['Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']"
521,522,Shiv Shankar Pavitra Bhojanalya,https://www.zomato.com/jaipur/shiv-shankar-pavitra-bhojanalya-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"61/223, Rajat Path, Mansarovar, Jaipur",Jaipur,26.8646732072,75.758135654,11 AM to 11 PM (Mon-Sun),3.6,North Indian,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Breakfast', 'Free Parking', 'Digital Payments Accepted', 'Serves Jain Food', 'Indoor Seating', 'Pure Veg']"
523,524,Mahadev Tadka Dhaba,https://www.zomato.com/jaipur/mahadev-tadka-dhaba-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Neerja Modi School, Shipra Path, Mansarovar, Jaipur",Jaipur,26.8690419581,75.76142404229999,11 AM to 11 PM (Mon-Sun),3.4,North Indian,"['Credit Card', 'Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating', 'Digital Payments Accepted']"
525,526,Shankar Dhaba,https://www.zomato.com/jaipur/shankar-dhaba-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8 & 9, Dher Ka Balaji, Sikar Road, Jaipur",Jaipur,26.951155117600003,75.7716794685,9 AM to 11 PM,3.7,North Indian,"['Cash', 'Delivery', 'Dinner', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Pure Veg', 'Digital Payments Accepted', 'Indoor Seating']"
526,527,Roop Basant Bhojnalaya,https://www.zomato.com/jaipur/roop-basant-bhojnalaya-gopalbari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Chitra Palace, Opposite Railway Station, Near RTDC Office, Gopalbari, Jaipur",Jaipur,26.9206155644,75.7888630405,24 Hours,3.5,North Indian,"['Takeaway Available', 'Lunch', 'No Alcohol Available', 'Cash', 'Breakfast', 'Delivery', 'Dinner', 'Air Conditioned', 'Indoor Seating', 'Pure Veg']"
527,528,Yadav Dhaba,https://www.zomato.com/jaipur/yadav-dhaba-sodala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bus Stand, Ajmer Road, Sodala, Jaipur",Jaipur,26.9011182591,75.7707256079,11 AM to 11 PM,3.5,North Indian,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
528,529,Shree Ram Pavitra Bhojanalaya,https://www.zomato.com/jaipur/shree-ram-pavitra-bhojanalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Sanjay Circle, Chandpole Metro Station, Sindhi Camp, Jaipur",Jaipur,26.926371580900003,75.8083536476,7 AM to 3 AM (Mon-Sun),4.0,North Indian,"['Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg']"
529,530,Shree Ram Dhaba,https://www.zomato.com/jaipur/shree-ram-dhaba-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"19, Near ARG Group Building, VKI Area, Sikar Road, Jaipur",Jaipur,26.9908717708,75.7722786069,"11am – 11pm (Mon, Tue, Wed, Thu, Sat, Sun), 9am – 11am (Fri)",3.7,North Indian,"['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']"
530,531,Shri Kalyan Tadka Dhaba,https://www.zomato.com/jaipur/shri-kalyan-tadka-dhaba-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Mahesh Nagar Phatak, Tonk Road, Jaipur",Jaipur,26.8790535283,75.7878310606,11 AM to 11 PM,3.6,"South Indian, Chinese, North Indian","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
531,532,Sharma Bhojnalaya,https://www.zomato.com/jaipur/sharma-bhojnalaya-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Alka Cinema, Sikar Road, Jaipur",Jaipur,26.966758564000003,75.7722001523,6 AM to 5:30 AM,3.4,North Indian,"['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Pure Veg']"
533,534,Sabjiwalaj Punjabi Tadka,https://www.zomato.com/jaipur/sabjiwalaj-punjabi-tadka-jhotwara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Medical Center, Chandni Chowk, Kalwar Road, Jhotwara, Jaipur",Jaipur,26.9429552176,75.7554578036,10 AM to 11 PM,3.4,North Indian,"['Credit Card', 'Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']"
534,535,Shri Radha Govind Pavitra Bhojnalaya,https://www.zomato.com/jaipur/shri-radha-govind-pavitra-bhojnalaya-mi-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"254, Opposite Jangid Bhawan, MI Road, Jaipur",Jaipur,26.9168018736,75.8057555929,9 AM to 1:30 AM,3.4,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Digital Payments Accepted']"
535,536,Sethji Ka Dhaba (APB),https://www.zomato.com/jaipur/sethji-ka-dhaba-apb-gopalbari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"P66, Opposite Jaipur Junction, Gopalbari, Jaipur",Jaipur,26.920553683,75.788690038,24 Hours,2.8,North Indian,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg']"
536,537,Pali Ji Ka Dhaba-Veer Ji Ka Dhaba,https://www.zomato.com/jaipur/pali-ji-ka-dhaba-veer-ji-ka-dhaba-transport-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"S-42, Transport Nagar, Jaipur",Jaipur,26.9075787682,75.84277879449999,"12 Noon to 5 PM, 7 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.4,"North Indian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']"
537,538,Jain Pavitra Bhojanalya,https://www.zomato.com/jaipur/jain-pavitra-bhojanalya-1-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3/12, Local Shopping Centre, Near Government Dispensary, Kiran Path, Mansarovar, Jaipur",Jaipur,26.8679108306,75.75744297359999,10 AM to 10 PM (Mon-Sun),3.5,North Indian,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Serves Jain Food', 'Pure Veg']"
538,539,Jai Shankar Pavitra Bhojnalaya,https://www.zomato.com/jaipur/jai-shankar-pavitra-bhojnalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12, Sindhi Camp Bus Stand, Sindhi Camp, Jaipur",Jaipur,26.9229894523,75.80092694609999,24 Hours (Mon-Sun),3.6,"North Indian, South Indian, Street Food","['Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Pure Veg', 'Indoor Seating']"
539,540,Shree Jai Ambey Pavitra Bhojanalaya,https://www.zomato.com/jaipur/shree-jai-ambey-pavitra-bhojanalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Station Road, Near Sindhi Camp Bus Stand, Sindhi Camp, Jaipur",Jaipur,26.9228630017,75.8004133031,8 AM to 2 AM,3.0,"North Indian, South Indian","['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Pure Veg']"
540,541,Man Pasand Dhaba & Pavitra Bhojhanalya,https://www.zomato.com/jaipur/man-pasand-dhaba-pavitra-bhojhanalya-jhotwara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Joshi Marg Kalwar Road, Jhotwara, Jaipur",Jaipur,26.9448596943,75.73826015,"9 AM to 4 PM, 7 PM to 11 PM",3.3,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
541,542,Shri Mahal Dhaba,https://www.zomato.com/jaipur/shri-mahal-dhaba-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kundanpura, Indra Gandhi Nagar, Jagatpura, Jaipur, Malviya Nagar, Jaipur",Jaipur,26.835986,75.866141,"11 AM to 4 PM, 6 PM to 11 PM",3.5,"North Indian, Chinese, South Indian","['No Alcohol Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Indoor Seating']"
542,543,Shree Govindam Dhaba,https://www.zomato.com/jaipur/shree-govindam-dhaba-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 10 & 11, Murlipura, Sikar Road, Jaipur",Jaipur,26.9609346817,75.77133614569999,12 Noon to 12 Midnight,4.0,North Indian,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating']"
543,544,Bani Thani Bhojanalya,https://www.zomato.com/jaipur/bani-thani-bhojanalya-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Aaryan Vilas, Toltex, Tonk Road, Bambala Puliya Ke Pas, Sitapur",Jaipur,26.7906931905,75.8185530826,8 AM to 11 PM,3.4,"North Indian, Chinese","['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']"
545,546,Singh Punjabi Dhaba,https://www.zomato.com/jaipur/singh-punjabi-dhaba-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"86/113, Anand Plaza, Sector 8, Kumbha Marg, Pratap Nagar, Near, Tonk Road, Jaipur",Jaipur,26.8017234851,75.8194462582,11 AM to 11 PM,3.3,North Indian,"['Cash', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Dinner', 'Digital Payments Accepted', 'Indoor Seating']"
546,547,Sharma Dhaba,https://www.zomato.com/jaipur/sharma-dhaba-mansarovar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Hotel Mansarovar Palace, New Sanganer Road, Mansarovar, Jaipur",Jaipur,26.8552373617,75.7595860586,"11 AM to 3 PM, 7 PM to 11:30 PM (Mon-Sun)",3.3,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
547,548,Hare Krishna Hare Rama,https://www.zomato.com/jaipur/hare-krishna-hare-rama-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pankaj Singhvi Marg, Jyoti Nagar Housing Board Flats, Lalkothi, Jaipur, Rajasthan 302005",Jaipur,26.8959362499,75.79183191060001,9 AM to 12 Midnight,2.9,"North Indian, Chinese, South Indian","['No Alcohol Available', 'Cash', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Breakfast', 'Pure Veg', 'Indoor Seating']"
548,549,Deep Dhaba,https://www.zomato.com/jaipur/deep-dhaba-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2, Station Road, Near Sindhi Bus Stand, Sindhi Camp, Jaipur",Jaipur,26.9228943902,75.80050282180001,24 Hours (Mon-Sun),3.6,North Indian,"['Breakfast', 'Lunch', 'Cash', 'Delivery', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Indoor Seating']"
549,550,Shiv Shakti Pavitra Bhojnalaya,https://www.zomato.com/jaipur/shiv-shakti-pavitra-bhojnalaya-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"125, Chandpole Bazaar, Pink City, Jaipur",Jaipur,26.9255151473,75.8145146817,10 AM to 11 PM,3.4,North Indian,"['Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'No Alcohol Available', 'Lunch', 'Indoor Seating', 'Pure Veg']"
550,551,Ganesh Pavitra Bhojnalaya,https://www.zomato.com/jaipur/ganesh-pavitra-bhojnalaya-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"47, Opposite Jaipur Hospital, Near Mahavir Nagar, Gopalpura, Tonk Road, Jaipur",Jaipur,26.8576293738,75.7954619452,11 AM to 11 PM (Mon-Sun),3.5,North Indian,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Pure Veg', 'Indoor Seating']"
551,552,Humar Bihari Dhaba,https://www.zomato.com/jaipur/humar-bihari-dhaba-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B 41, Shop 2, Kardhani Shopping Center, Hari Marg, Malviya Nagar, Jaipur",Jaipur,26.854859,75.813563,11 AM to 12:30 AM,3.4,North Indian,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']"
552,553,Sharma Tandoori Dhaba,https://www.zomato.com/jaipur/sharma-tandoori-dhaba-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14-16, Road 12, Opposite Reliance Market, Sikar Road, Jaipur",Jaipur,26.9906975951,75.7723252103,11 AM to 11 PM,3.5,North Indian,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']"
553,554,Vaishnava Pavitra Bhojnalaya,https://www.zomato.com/jaipur/vaishnava-pavitra-bhojnalaya-mi-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"238, MI Road, Jaipur",Jaipur,26.917044325,75.8046149835,"11 AM to 5 PM, 7 PM to 11 PM",3.6,North Indian,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
554,555,Bhaya Ka Vaishno Dhaba,https://www.zomato.com/jaipur/bhaya-ka-vaishno-dhaba-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sabzi Mandi, Ramganj Choupad, Pink City, Jaipur",Jaipur,26.9209847594,75.8345678821,"10 AM to 5 PM, 6 PM to 12 Midnight",3.4,North Indian,"['Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
555,556,Red Chilli Restaurant,https://www.zomato.com/jaipur/red-chilli-restaurant-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B-129, Arya Nagar Extension, Near Om Tower, Murlipura, Sikar Road, Jaipur",Jaipur,26.9708849142,75.7527336851,"10:30am – 11:30pm (Mon-Thu),10:30am – 11:30am (Fri),10:30am – 12midnight (Sat-Sun)",3.1,North Indian,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']"
556,557,Tiwari Bhojanalaya,https://www.zomato.com/jaipur/tiwari-bhojanalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3, Station Road, Sindhi Camp, Jaipur",Jaipur,26.921014952600004,75.79730696979999,7 AM to 11 PM (Mon-Sun),3.6,"North Indian, Fast Food","['Dinner', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
557,558,Arjun The Dhaba,https://www.zomato.com/jaipur/arjun-the-dhaba-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop B-14-15, NRI Circle​, Pratap Nagar, Tonk Road, Jaipur",Jaipur,26.8068077674,75.8360863477,11 AM to 11 PM,3.4,North Indian,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']"
564,565,#Jaipur Darbar,https://www.zomato.com/jaipur/jaipur-darbar-tonk-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 103/04, Rana Sanga Road, Sector 10, Pratap Nagar, Tonk Road, Jaipur",Jaipur,26.7968065668,75.8181145415,"11 AM to 11:30 PM (Mon, Wed-Sun), Tue Closed",3.4,"North Indian, Chinese","['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Outdoor Seating']"
565,566,Shri Ganesh Pavitra Bhojnalaya,https://www.zomato.com/jaipur/shri-ganesh-pavitra-bhojnalaya-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2137, Gangori Bazaar, Pink City, Jaipur",Jaipur,26.9278390117,75.819186084,10 AM to 11 PM,3.3,North Indian,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']"
567,568,Shree Ganesh Dhaba,https://www.zomato.com/jaipur/shree-ganesh-dhaba-sikar-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Flyover Road 14, Sikar Road, Jaipur",Jaipur,26.9973582058,75.7704191655,11 AM to 12 Midnight,3.2,"North Indian, Rajasthani","['Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg']"
568,569,Khandelwal Pavitra Bhojanalaya,https://www.zomato.com/jaipur/khandelwal-pavitra-bhojanalaya-gopalbari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Railway Station, Gopalbari, Jaipur",Jaipur,26.9205784954,75.7888429239,24 Hours,2.9,North Indian,"['Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg']"
569,570,Mitra Da Dhaba,https://www.zomato.com/jaipur/mitra-da-dhaba-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1134/30, Jhalana Doongri, Opp Wsso Building Main, Jagtpura Road, Malviya Nagar, Jaipur",Jaipur,26.868437216,75.822500959,10 AM to 11 PM,3.3,North Indian,"['Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Lunch', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']"
570,571,Milk Raj Pavitra Bhojanalya,https://www.zomato.com/jaipur/milk-raj-pavitra-bhojanalya-lal-kothi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"186, Opposite Bombay Dyeing Showroom, Lal Kothi, Jaipur",Jaipur,26.889980727,75.8044141531,"11 AM to 3 PM, 7 PM to 10 PM (Mon-Sun)",2.9,North Indian,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Pure Veg']"
571,572,Shri Ganesh Pavitra Bhojanalaya,https://www.zomato.com/jaipur/shri-ganesh-pavitra-bhojanalaya-sindhi-camp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1306, Sanjay Circle, Chandpole Gate, Sindhi Camp, Jaipur",Jaipur,26.9271329494,75.80868221819999,11 AM to 11 PM (Mon-Sun),3.2,North Indian,"['Cash', 'Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']"
573,574,Jai Pavitra Bhojnalaya,https://www.zomato.com/jaipur/jai-pavitra-bhojnalaya-brahmpuri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14, Opposite Bhagat Villa, Brahmpuri Khuraa, Brahmpuri, Jaipur",Jaipur,26.9331068384,75.8208205551,"10 AM to 3:30 PM, 6:30 PM to 11 PM",3.3,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']"
574,575,Shree Ganesh Tadka Dhaba,https://www.zomato.com/jaipur/shree-ganesh-tadka-dhaba-pink-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"P 85, Gangori Bazar, Pink City, Jaipur",Jaipur,26.9273176858,75.81903655079999,"10am – 11:30pm (Mon-Sat),Closed (Sun)",3.4,North Indian,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted']"
575,576,Mahalaxmi Restaurant and Cafe,https://www.zomato.com/jaipur/mahalaxmi-restaurant-and-cafe-malviya-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"200 Feet Road, Airport Terminal No. 2, Jawahar Circle, Malviya Nagar, Jaipur",Jaipur,26.8374373137,75.8032577857,10am – 11pm (Mon-Sun),3.1,"Fast Food, North Indian, South Indian","['Lunch', 'Takeaway Available', 'Credit Card', 'Breakfast', 'Dinner', 'Cash', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'All Day Breakfast']"
576,577,Hare Rama Hare Krishna Dhaba,https://www.zomato.com/jaipur/hare-rama-hare-krishna-dhaba-vaishali-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"D-09/102,Ground-First Floor,Opposite Akshardham Temple,Chitrakoot,Vaishali Nagar,Jaipur",Jaipur,26.901902,75.741639,11 AM to 11 PM,3.1,"North Indian, Chinese, South Indian","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']"
577,578,Kalwar Bagh Veg Restaurant,https://www.zomato.com/jaipur/kalwar-bagh-veg-restaurant-jhotwara?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Kalwar Road, Kalwar, Jhotwara",Jaipur,26.9853027939,75.581655018,24 Hours,3.2,North Indian,"['No Alcohol Available', 'Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Indoor Seating']"
