hotel_id,hotel_name,hotel_rating,hotel_experience,amenities,address,city,country,location,hotel_price
89,Aapni Haveli,,,"['Free airport shuttle', 'Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry']","Aapni Haveli, Amar Sagar Pol, Gandhi Colony, Behind Indian Bank, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.914756, 70.920427",
91,Desert Dream Royal Camp,5.0,Exceptional,"['Free WiFi', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Restaurant']","190 Old City, Gadisar Circle, Near Honda Showroom Jaisalmer Desert, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.909013, 70.913775",
92,Damodra Desert Camp,5.0,Exceptional,"['Air conditioning', 'Parking included', 'Breakfast included', 'Pet friendly', 'Restaurant', 'Bar']","Damodra Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.896222, 70.692647",
95,Chandigarh Desert  Camp,,,"['Free WiFi', 'Parking included', 'Pet friendly', 'Breakfast available', 'Business services', 'Room service']","sand dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.855713, 70.551591",
96,OYO 10081 Tent Desert Banjara Resort,,,"['Parking included', 'Breakfast included', 'Restaurant', 'Room service', 'Housekeeping', '24/7 front desk']","54, Jaisalmer- Sam Dhanana Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.915851, 70.907553",
98,Paddav Tented Suites,,,"['Free WiFi', 'Parking included', 'Breakfast included', 'Room service', 'Housekeeping']","Near Kanoi Village, Sam Sand Dunes, Sam Village, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.839881, 70.541429",
100,Pride Jaisalmer,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","Sam Sand Dunes, Jaisalmer, Rajashtan, 345001",Jaisalmer,India,"26.91101, 70.914479",
101,Golden Paradise Desert Resort,,,"['Parking included', 'Laundry', 'Room service', 'Housekeeping', '24/7 front desk']","Opposite Sam Sand Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.845624, 70.535469",
102,Desert Ambience Resort,,,"['Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Room service', 'Housekeeping']","Opposite Sam Sand Dunes, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.864058, 70.563608",
103,Sam Sand Dunes Desert Safari,,,"['Parking included', 'Pool', 'Restaurant', 'Room service', '24/7 front desk']","Near Sam Toll Barrier on Sam Road, Near Sam Toll Barrier on Sam Road, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.83019, 70.50705",
104,OYO 10358 Chouhan Haveli,,,"['Free WiFi', 'Air conditioning', 'Breakfast included', 'Laundry', 'Room service', 'Housekeeping']","758,Achalvanshi Colony, Behind Dr. B.K . Arya House, Jaisalmer, 543001",Jaisalmer,India,"26.924, 70.90783",
105,Swagat Desert Camp,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Room service', 'Housekeeping', '24/7 front desk']","Near Toll Gate Sam Sand, Dunes Sam Jaisalmer, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.867066, 70.567572",
106,OYO 7485 Hotel Apollo,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Housekeeping']","Opposite SBI Bank, Dhibba Para, Jaisalmer, 345001",Jaisalmer,India,"26.90973, 70.91668",
107,Kanj Sand Voyages Camp,,,"['Free WiFi', 'Parking included', 'Laundry', 'Restaurant', 'Breakfast available', 'Business services']","Sam Road, Kanoi Village, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.900696, 70.602596",
108,OYO 10132 Hotel Regal Inn,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Restaurant']","429,Dr. KL achalwanshi colony, near mali samaj bhawan,dedansar rd, Jaisalmer, 345001",Jaisalmer,India,"26.91482, 70.909641",
109,Mahadev Palace,,,"['Air conditioning', 'Laundry', 'Pool', 'Restaurant', 'Parking available', 'Room service']","H-3 Riico Jethwai Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.912542, 70.912474",
110,Hotel Heritage Inn,,,"['Spa', 'Free WiFi', 'Air conditioning', 'Parking included', 'Laundry', 'Pool']","No.4 Hotel Complex, Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.916642, 70.887128",
112,Ratnawali Camps,,,"['Free WiFi', 'Parking included', 'Restaurant', 'Breakfast available', 'Room service', 'Housekeeping']","Sam, Jasialmer Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.896975, 70.599297",
114,Aspirants Trishul Desert Resort,4.0,Very Good,"['Free airport shuttle', 'Parking included', 'Restaurant', 'Room service', '24/7 front desk']","Khuri, Police Line, Janra, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.91565, 70.908279",
115,Golden Dune Camp,,,"['Free WiFi', 'Parking included', 'Breakfast included', 'Restaurant', 'Bar', 'Room service']","2 Km Milestone, Lakmano Ki Basti Road, Sam, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.91565, 70.908279",
116,Desert Moon,,,"['Laundry', 'Breakfast available', 'Parking available', 'Room service', '24/7 front desk']","Opp. Vyas Chattri, Achalvansi Colony, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.92237, 70.90656",
117,Thakur Ji Resort,,,"['Parking included', 'Breakfast included', 'Pet friendly', 'Restaurant', 'Bar', 'Room service']","Sam Sand Dunes, Jaisalmer, RJ, 345001",Jaisalmer,India,"26.870049, 70.566288",
118,GuestHouser 1 BR Heritage 3882,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Pool', 'Restaurant', 'Housekeeping']","Hotel The Royale, Near Fort, Dhiba Para, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.910522, 70.91462",
119,Exotic Luxury Camps,4.0,Very Good,"['Parking included', 'Breakfast included', 'Laundry', 'Restaurant', 'Room service', 'Housekeeping']","133/1283, Village Kanoi, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.870951, 70.615839",
120,Royal Orchid Camp,,,"['Free WiFi', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly', 'Restaurant']","Opposite Sam Sand Dunes, Village Sam, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.830676, 70.535813",
121,OYO 4809 Hotel Mannat Excellency,5.0,Exceptional,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Housekeeping']","Opp. Das Dukan,Malka Pol, Gandhi Colony, Jaisalmer, 345001",Jaisalmer,India,"26.91912, 70.92132",
122,Bhavya Resort Jaisalmer,,,"['Free WiFi', 'Air conditioning', 'Parking included', 'Breakfast included', 'Laundry', 'Pet friendly']","3Km from Sam Parking, Main Sam Road, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.825591, 70.530596",
123,Rajwada Desert Camp,,,"['Parking included', 'Breakfast included', 'Restaurant', 'Bar', 'Housekeeping', '24/7 front desk']","Near Sam Sand Dunes Kanoi, Salkha Road, Sam, Rajasthan 345001, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.866589, 70.566613",
124,Jain Empire Resort,,,"['Free WiFi', 'Breakfast included', 'Outdoor Space', '24/7 front desk', 'Room service', 'Housekeeping']","173/935, Lakhmana road, Sam, Jaisalmer, Rajasthan, 345001",Jaisalmer,India,"26.851601, 70.542151",
